payor_id,payor_name,payor_legal_entity_id,payor_country,payor_risk_score,payor_account_age_days
0cb4e891-188d-f23b-3ccf-f6eb4c2272f3,Everest Corp,LEI-261050-LLC,US,0.2384,1243
4ab427e3-a360-7681-2bbb-a89d34fadee1,Vertex Corp,LEI-984756-INC,US,0.1197,195
5e911b91-61a6-6444-e2af-a6295efb336e,Quasar Industries,LEI-146784-GMBH,US,0.3063,847
cee4e512-5802-b640-ab0b-4cc515f0ea19,Pacific Solutions,LEI-680493-LLC,AU,0.5011,486
6511e61a-1436-65f5-4c81-926079ec533c,Nova Global,LEI-226124-PLC,US,0.1131,1055
16476e3f-1127-b207-ceae-1325ea074d80,Cascade Group,LEI-678870-SA,SG,0.0511,3068
952a5345-9682-d9ff-910c-4cb725f06b0a,Helix Systems,LEI-690016-INC,JP,0.227,702
2c154804-0997-59a3-7919-955c9be4f19f,Crest Group,LEI-250840-PTYLTD,US,0.5073,2433
cb2cc805-d140-3430-567e-642e052dfb9a,Forge Services,LEI-393964-PLC,SG,0.1121,1615
16db80db-a543-148e-9adf-e9816ab19e15,Lumen Industries,LEI-321659-PTYLTD,FR,0.1005,3075
22b9f24c-6744-3fb8-81bd-55d5b5a6571c,Apex Digital,LEI-302127-LTD,AU,0.421,1364
a2aa378c-659e-0258-814f-f65776d70561,Orbit Pay,LEI-353690-SA,CA,0.153,3463
0706fec2-48fa-4e98-1723-ecdbb0588256,Cascade Finance,LEI-270820-LTD,SG,0.1556,3493
02472360-aea4-a441-c47f-a57ef796611f,Coral Global,LEI-778818-CORP,GB,0.2968,3286
f78ee9e8-b676-291d-4e32-9b4bf168c605,Crest Enterprises,LEI-494763-SA,CA,0.848,110
f76b9723-a990-2071-ffda-9a9382f29004,Meridian Services,LEI-412974-INC,CA,0.1192,120
846d5a3b-2661-c426-3038-5dd74c7d9313,Solaris Finance,LEI-944554-PTYLTD,DE,0.1553,2758
92715f6e-fea8-2e3a-b544-01cb95410a9d,Lumen Holdings,LEI-861842-LTD,DE,0.3203,234
8ee9581a-e061-f65f-a859-6f8cd73418fe,Quasar Services,LEI-202344-PLC,US,0.2155,786
5af3da5a-38e5-9b27-16dc-5a6ea7890770,Vortex Services,LEI-540897-SA,US,0.4578,1464
78e36397-123b-31cf-9ee3-39fff1bdb598,Lumen Systems,LEI-813763-PTYLTD,CA,0.3254,2466
938703c9-2b29-bf36-c606-ddc4c2dd901d,Flux Corp,LEI-923353-INC,US,0.112,947
f337b261-5f83-92d5-bb0c-7919330ccff5,Cymbal Holdings,LEI-893612-LTD,US,0.1784,2276
4fe54745-5827-4e80-e082-1918b18ad67d,Pulse Systems,LEI-502181-GMBH,US,0.9394,35
fed747be-afd0-d2f7-e352-44446f04af36,Pulse Holdings,LEI-613989-SA,FR,0.1058,1473
cac8d87e-a689-d07f-b60b-4f875dd8effc,Nova Group,LEI-771425-GMBH,JP,0.0642,594
71be94c3-6ab1-cdb6-1da4-66feb0937085,Cascade Systems,LEI-673867-GMBH,CA,0.3493,287
9b0ada0b-9f6f-acc1-451d-38fe8532fc74,Pulse Enterprises,LEI-971002-INC,CA,0.3334,2803
f91e5fcd-85ec-e729-d4dd-1b56435391b2,Lumen Partners,LEI-837606-PTYLTD,US,0.1277,3276
54a27051-7b0c-cad9-eee1-3caeb02e21aa,Solaris Pay,LEI-113368-INC,BR,0.6489,136
41822509-e79f-9f3d-19ee-2c3bb93c4b0b,Vortex Industries,LEI-410401-GMBH,CA,0.4054,3053
cd3566ef-5c37-0739-4a62-9c5eda2cf852,Atlas Enterprises,LEI-874415-INC,US,0.5524,50
9f2ebefc-f480-b91e-700e-0efce4ffc31a,Crest Capital,LEI-490722-SA,US,0.0351,1554
b2383056-21ec-4754-1cf1-46542ab202c2,Zenith Digital,LEI-208751-PTYLTD,BR,0.1179,3354
e1446b45-af39-0a9d-dcd1-c4130760801f,Pulse Corp,LEI-611833-INC,SG,0.207,2594
b9493906-939f-44eb-be5e-215ec47cc30b,Vortex Holdings,LEI-644315-INC,US,0.1406,2239
9ce7eed1-fcdf-e961-e45e-2ad08eefa5dd,Zenith Pay,LEI-774652-CORP,CA,0.1711,3475
81c61eeb-0ce3-c8c8-4735-4e4ff85b6d0a,Vortex Group,LEI-522866-LTD,US,0.1569,1445
1a46d536-048c-8480-a743-7402bec7fb11,Everest Enterprises,LEI-137572-LLC,AU,0.2288,2127
54fc286f-7457-7d47-d825-301039112943,Coral Partners,LEI-850689-PLC,US,0.3001,3434
b3bc912f-5fb7-474e-85a0-d0898c357321,Helix Finance,LEI-272129-PLC,US,0.0744,1285
6a1aba9d-c1d4-8a10-1b96-89255682d038,Nova Systems,LEI-909652-PLC,CA,0.2532,3025
95ca788d-d6bc-a712-6ecc-a931ef705d01,Coral Digital,LEI-825423-CORP,FR,0.5067,2356
ea7917e1-9be7-02ab-fac0-8fc46b2d9ccc,Solaris Networks,LEI-517196-SA,MX,0.1023,1665
dc57546d-8c3d-031a-b395-2193d7d3b9d9,Atlas Payments,LEI-310647-LTD,GB,0.0638,1314
7af985ff-8ff1-9886-5a2c-41bcc2c226ff,Pacific Services,LEI-988459-PTYLTD,JP,0.1227,562
495fa2fc-fbc8-c77e-2933-0fc4c918a346,Nimbus Global,LEI-980155-LLC,DE,0.0246,3162
c8c85ad6-82cb-cdc7-3cd3-0e99638e1388,Beacon Finance,LEI-500118-PTYLTD,US,0.3148,2388
dc461b34-c7ea-b19b-de6c-f36b9edd2182,Titan Solutions,LEI-764575-SA,JP,0.4509,921
838b77ad-bc2e-2b59-2c7d-d667f664c720,Orbit Group,LEI-142608-PTYLTD,US,0.3213,855
d7d80594-9d98-87bc-a018-0791eeb093fe,Forge Corp,LEI-928278-SA,US,0.0473,3258
67465743-897b-303d-8b07-4d1a6a7a7841,Vertex Partners,LEI-331942-LTD,DE,0.2061,742
a6388854-fb2b-8b80-c08b-d674d2dd3e26,Cymbal Systems,LEI-801432-SA,US,0.1173,2389
b9567731-8a4c-fe1f-41af-eb2a62c8c3f4,Beacon Pay,LEI-641975-SA,CA,0.2838,554
f8bca9ac-2ada-62ce-1890-99c9f2be029f,Cymbal Capital,LEI-321020-LTD,SG,0.171,427
f0938776-d116-d014-a585-08286f6bbdf3,Stratos Global,LEI-124906-PLC,FR,0.0546,3265
12087e20-8ede-9b46-407d-0affcb51a911,Vortex Networks,LEI-527433-PTYLTD,CA,0.522,121
d926fe41-b36d-0121-0ba6-fe0995ea6825,Stratos Partners,LEI-627262-INC,US,0.1115,3145
d976b2ba-cc27-f386-cbf9-25b5641816b7,Beacon Global,LEI-412534-SA,MX,0.3316,3148
929daf9f-0149-a2af-0ab1-a5041f8c56e0,Everest Capital,LEI-419491-LTD,FR,0.9662,25
d5b211a9-9dec-2b83-3885-8f7e2f1a25a8,Nimbus Payments,LEI-220190-CORP,DE,0.1285,749
3289f58b-1923-cafc-402d-105b113eaf84,Eagle Holdings,LEI-474486-CORP,DE,0.0396,2841
b18678ce-4e40-bfba-a8cf-e5899dc89e1a,Prism Partners,LEI-946934-SA,MX,0.1753,1434
adf8f767-2261-ddef-5c07-4653d71173e4,Summit Corp,LEI-585331-PLC,US,0.1117,1223
89e2df24-e42c-0aea-23d7-263dd391d017,Lumen Networks,LEI-869177-INC,FR,0.2013,3607
09624ec9-e803-82eb-3677-7be4970c9eb4,Nimbus Corp,LEI-785672-CORP,US,0.3174,3240
808e08d2-5d26-4b1b-6593-b659172e8c68,Cymbal Solutions,LEI-989173-CORP,JP,0.389,2180
f06dca24-7bc6-e121-bb64-a525bc653d94,Pinnacle Finance,LEI-329448-PLC,US,0.082,688
e1ad640c-7463-835e-eafb-9f20783c91eb,Nova Finance,LEI-780027-SA,US,0.1101,1679
60e696ff-a757-43f9-606c-c2f52c816bf0,Meridian Capital,LEI-641760-GMBH,US,0.207,2425
8078636d-01b0-62c1-9aad-9234e31db345,Pulse Industries,LEI-273650-LTD,US,0.1377,2064
cfa9026b-6a24-1f46-3af7-fa21a93e7b5b,Summit Systems,LEI-604906-PLC,CA,0.1192,574
833c8f55-a129-8fa2-227d-4660293fc266,Nova Global,LEI-158627-CORP,US,0.3223,2516
72fefdc2-3772-aa97-15f3-9d39f27f3ad7,Coral Corp,LEI-278852-LTD,AU,0.1851,1251
57b94dfb-af82-e70c-b964-4e4f2aefcf3b,Sapphire Capital,LEI-340977-PTYLTD,US,0.446,1173
79d29001-2d6b-8a4e-18a7-06099b02c535,Nova Systems,LEI-197716-PLC,DE,0.1013,702
7b6c7129-cd63-8ba8-f03c-664b3abf9c65,Cascade Partners,LEI-717661-INC,US,0.1143,1847
01667221-3063-ae7f-41ff-81d1689d1205,Cymbal Systems,LEI-645009-LLC,US,0.4789,2317
893e2b89-dadf-c499-42e4-bf0140ee131d,Sterling Partners,LEI-741603-GMBH,KR,0.4947,2487
fd0ee0b6-40f7-924b-7bd7-b4bf8e0eabb7,Forge Partners,LEI-911801-PTYLTD,FR,0.0968,2380
668b28da-8222-cd7f-36e6-ba8519abdc15,Summit Finance,LEI-268546-PTYLTD,MX,0.2789,752
6f74e55d-99a9-af6a-ed05-473278bf46fa,Vertex Capital,LEI-375871-LTD,US,0.8173,25
0eb5e5a7-98f3-f640-f6a9-e3e3b62bccb1,Quasar Corp,LEI-560295-LLC,US,0.3265,1263
3d3fec1b-5c17-ebb5-093b-4d72ac8cdcaf,Cymbal Digital,LEI-191061-GMBH,JP,0.0342,784
48d495a4-8cb2-1aa2-1715-1c03eb4f3638,Pinnacle Partners,LEI-955129-GMBH,US,0.1611,371
1df44d3e-f26f-9b19-5708-013e4b541670,Nimbus Networks,LEI-827912-PLC,MX,0.1828,2150
114b3c79-4200-79f5-1dc3-c26e7b62659e,Cascade Solutions,LEI-809794-LTD,JP,0.3434,202
bfb0942c-ac77-7762-6620-516717cf775f,Summit Capital,LEI-681489-CORP,CA,0.1239,1266
1b4ffd5f-c768-8339-27ef-53575b249c2a,Orbit Capital,LEI-808640-PLC,GB,0.1377,2623
e5a1c6e4-e188-6146-fc40-a3d4e5eb4549,Crest Corp,LEI-291755-GMBH,US,0.2189,2106
dc432ed5-64ca-a1c7-58e7-edf880a23721,Quasar Industries,LEI-226215-PLC,US,0.0822,223
5c91f845-534f-c96d-19ca-9c1b94bcf47a,Nimbus Digital,LEI-675210-GMBH,US,0.9281,55
dab51d55-5d75-c03c-5f4f-af10c08fe6d7,Everest Networks,LEI-572623-CORP,GB,0.2461,2960
323132fa-6181-92de-db37-0ca76ea5e341,Prism Global,LEI-595962-LLC,US,0.2351,2364
65fdaadb-0c36-ad4e-915d-9a63dbc6c928,Helix Digital,LEI-162952-LTD,AU,0.1568,2392
41f9994a-cf5d-337f-ee8d-5daa8eb7c306,Pinnacle Pay,LEI-531762-INC,US,0.2887,2385
ac565da6-5339-1df4-5ae8-6d1848dc1e26,Eagle Industries,LEI-182216-PTYLTD,GB,0.2144,3286
1440adec-1243-9b0f-e835-f080d9518f98,Flux Holdings,LEI-339303-SA,US,0.2746,1747
96405fcd-bf76-1449-5cf8-5eebf0533851,Titan Enterprises,LEI-275445-CORP,SG,0.1528,3624
18763576-1a5e-d196-65a4-c79b2abaa4f9,Stratos Corp,LEI-675074-LLC,US,0.0875,952
48bfb602-bcd2-e8eb-3f55-60cd3ab7127e,Titan Global,LEI-237654-CORP,US,0.1045,1357
b29769b2-f2cf-fcae-f833-ebfb2296e3f1,Quasar Industries,LEI-761701-PTYLTD,CA,0.1849,1912
4282b6e4-6986-305a-5da3-f9cf4ed0730d,Prism Services,LEI-111068-LLC,CA,0.1312,1899
4cb34663-7a21-1151-c166-a8b3f26bcebf,Cymbal Enterprises,LEI-936726-GMBH,GB,0.0767,2104
a55fa725-bcb3-c168-b706-2cfa29cc0789,Cascade Group,LEI-331307-GMBH,US,0.1425,1113
882d7fc1-be30-74f8-a601-47c348e09502,Crest Enterprises,LEI-297132-INC,US,0.1874,1203
0cb4afe1-26f3-41c8-04f7-18c85215b503,Apex Digital,LEI-207241-GMBH,US,0.3083,859
cca99089-c925-4bb5-4fc3-7d4e6b950c1d,Eagle Partners,LEI-586208-LLC,US,0.4076,1490
c4a531cd-f97f-4994-1f38-df55033ac4d6,Solaris Group,LEI-908688-PLC,US,0.1317,3482
f6121d2c-ae73-00eb-639d-8fe7790b185c,Forge Holdings,LEI-266316-LLC,FR,0.1674,943
f9287d26-37c0-f87a-aaac-826edd18ab28,Orbit Solutions,LEI-763653-PTYLTD,US,0.0907,303
5f13fb98-27ad-8d51-98a1-5e4fb03b6934,Vertex Solutions,LEI-265358-PLC,US,0.2432,2036
ca9d8831-894e-7397-b38a-3db1276732d3,Helix Global,LEI-611540-LTD,US,0.4957,2730
b972393a-5bb0-dd76-60b5-7717b072afc8,Pulse Networks,LEI-141406-PLC,FR,0.1698,177
de1f1619-467b-a9e5-77e8-b762bb7eb979,Flux Capital,LEI-656937-CORP,US,0.2048,1415
9ea6ed4a-04ca-d30a-e207-db202f7f2cd7,Meridian Solutions,LEI-436272-INC,DE,0.1665,3095
a41247a2-68e8-f311-5295-ea96487b25d7,Atlas Systems,LEI-200932-INC,US,0.1614,2601
9fbc879e-869c-3a8e-7d6a-b7c2a86d8706,Nimbus Finance,LEI-484150-LTD,GB,0.1507,1681
e3c7ca9a-edab-ddab-7dcc-c026a7df30b2,Vertex Industries,LEI-939930-LLC,US,0.7791,136
13f39289-4dcc-b05d-d59e-f0fd1204f4d6,Aether Systems,LEI-206142-LTD,CA,0.4256,3097
1b02fa24-bf00-f56c-6a49-89a68ee25e54,Pinnacle Industries,LEI-836677-PTYLTD,SG,0.1888,3158
e7094153-5a31-e916-eefb-2a2471693ed5,Atlas Holdings,LEI-985893-SA,US,0.1105,2547
73d0b6c7-f62e-cf88-5c29-850b410bfc29,Titan Group,LEI-100205-LLC,KR,0.1281,3139
058e389e-509d-97cd-db10-7e7f36fea0b4,Crest Global,LEI-198867-LLC,CA,0.2443,998
91ae3d4c-6659-2d83-920b-725b17871810,Aether Capital,LEI-858729-SA,JP,0.1556,1320
bb1502ea-0991-2f46-4ce6-928ba46acc9a,Cascade Capital,LEI-918017-LLC,IN,0.3618,2528
0ddb545b-61ea-aa65-a1d7-70eac704e80e,Forge Finance,LEI-434827-CORP,US,0.2434,2686
c94f6ed3-4a2f-3876-6e93-561538da9a90,Everest Global,LEI-238610-SA,US,0.0653,458
2286e3f8-c314-96ea-2160-446eb2a7a475,Coral Payments,LEI-611559-PTYLTD,DE,0.0772,3259
ec94503e-af4a-fcdd-52cb-1ae06e18c9b3,Vertex Systems,LEI-804378-PTYLTD,US,0.3048,3271
cd840a47-fd7b-1279-d253-55159dc0a8b5,Titan Global,LEI-561859-LLC,IN,0.2963,1522
9efa0407-f2ed-cab0-3e38-69e20df63417,Prism Services,LEI-114400-SA,DE,0.233,3119
4237692a-c017-466e-85f4-c0a28be27516,Coral Global,LEI-828834-LLC,US,0.239,924
7707ac0e-0d96-feb3-4572-b3859e32f085,Cymbal Capital,LEI-507523-GMBH,DE,0.3511,2942
822fb2f0-6175-a257-fad3-b44c3b2dddc9,Helix Holdings,LEI-608205-INC,US,0.1839,1673
58c69158-04b4-0ac9-2831-7f0dbe9063fb,Pinnacle Partners,LEI-755602-GMBH,US,0.1804,1701
8e10814f-f1b2-f143-078b-13a9fd88565a,Crest Solutions,LEI-259077-SA,BR,0.18,3427
f8751fd4-6d2c-cf42-271a-919f92a97acd,Forge Holdings,LEI-570988-CORP,US,0.0536,1074
229fe85b-e8d9-1a20-8618-1db2e60d7a94,Sterling Global,LEI-788108-CORP,US,0.1462,2978
7168bdec-4da8-38b7-6947-cbacf610f40d,Crest Global,LEI-916953-LTD,US,0.111,1785
aff7ff5d-3b1d-12cf-3b70-509298ab182c,Apex Partners,LEI-183336-PLC,US,0.3889,1035
39ed0800-3179-79f9-29ed-e760233408ba,Nova Enterprises,LEI-901677-LLC,IN,0.2547,2030
7074feb3-fc52-17cc-f467-2866ed56a2a0,Eagle Holdings,LEI-579770-LTD,US,0.1474,815
8675820e-8941-bdd3-9803-a82e926a4bd0,Nova Systems,LEI-573546-PLC,AU,0.2015,3131
bc341b4f-fbdc-532e-6546-c66d89b1cad1,Nova Group,LEI-641198-LLC,US,0.7988,295
b0a0c1cd-0df6-c527-eb45-bc389cf65e33,Prism Industries,LEI-970206-PLC,US,0.5062,1295
0660a3e9-736d-417c-52ce-55e369df05c7,Quasar Industries,LEI-718990-LTD,SG,0.0566,1700
29fb832c-cbe6-8571-b622-e18ee83bcc84,Orbit Capital,LEI-219710-PLC,DE,0.5972,362
60f11528-28ef-2f46-f323-123e9cb0c90c,Cascade Finance,LEI-905579-CORP,BR,0.7122,291
723dfacd-f601-e005-c4c4-f69fbaebe15d,Beacon Digital,LEI-223264-CORP,MX,0.2247,1357
7fa70485-dafc-3805-7f64-85de75699aef,Cymbal Corp,LEI-349433-LTD,GB,0.9454,8
8ebb8208-a0ee-404f-9ea8-fcb1473268c9,Aether Finance,LEI-293818-CORP,US,0.1544,2331
294d43ed-2da1-afda-fe65-6dcc6abdb05a,Beacon Digital,LEI-577456-SA,IN,0.2645,536
11529a73-d1fc-dedd-6102-2b56e5c482ff,Sterling Capital,LEI-407057-PLC,US,0.5898,218
bacf7cfc-9245-1cc4-1bfb-3b3d0ee52f63,Vertex Corp,LEI-859246-GMBH,US,0.1221,2596
baabd9f2-850b-7073-7f13-de679008cdc9,Eagle Corp,LEI-947228-CORP,SG,0.1071,2606
3513a238-d91b-1a04-bcca-ba381e30614f,Pacific Enterprises,LEI-147702-SA,US,0.2005,3353
8ccc617e-81b6-6951-4cdf-697f4eca2e96,Atlas Pay,LEI-219366-SA,US,0.0871,367
ea89a979-7aa6-d6ea-ac27-3009ec1a86d3,Coral Finance,LEI-777015-CORP,CA,0.3287,1474
b9974024-90a0-14ab-4ca1-cabd85650e0b,Atlas Pay,LEI-318379-SA,JP,0.1555,3510
2a7cf9e9-d7a7-e7b1-88c6-2063a06303ca,Cascade Digital,LEI-724103-INC,SG,0.1837,1626
73b0220d-5f20-19ea-3cd6-1f5ee0864418,Forge Payments,LEI-650607-GMBH,US,0.5002,2125
2771a422-8003-8f26-e7ab-2ef77b8fd09a,Lumen Holdings,LEI-606957-GMBH,JP,0.0646,3362
75992b0a-095b-81d6-b97d-76173487246c,Cascade Systems,LEI-104309-GMBH,IN,0.2727,633
4ffebdfd-bedc-acb7-a8b3-31a0c4246277,Apex Services,LEI-769883-LTD,US,0.2439,2222
03e7dd21-1d4d-46d6-460d-113d2851a8be,Helix Payments,LEI-668882-SA,GB,0.1324,701
076c108d-214c-87b1-0cfc-64207192e443,Coral Finance,LEI-211072-PTYLTD,US,0.2672,2304
4ffc1c54-5b0a-31ea-9dc6-d7837222534d,Summit Payments,LEI-847528-INC,MX,0.0861,2954
af39f2ce-4f75-d45a-74a1-2a0d18e63a55,Sapphire Corp,LEI-342948-LTD,US,0.1365,2008
53238aff-e1e5-38a1-dc5c-d673c9ed66a6,Sapphire Corp,LEI-131734-INC,CA,0.1665,1443
d14b256c-67db-0943-1a59-c3eb8208fd42,Helix Holdings,LEI-683165-INC,JP,0.1437,611
354f184e-5739-0b03-10e9-4dce6241cba3,Sterling Enterprises,LEI-694764-SA,GB,0.1486,2065
d2701a52-18ff-d8ad-8e1a-3a51534bfa86,Titan Digital,LEI-422998-PTYLTD,US,0.2723,1986
d1291d13-37b5-67b4-172d-2bd00fbd4c81,Pulse Pay,LEI-893853-CORP,DE,0.3998,2794
e9c7c13a-cb5a-4d77-91fd-a27f4cbb7460,Forge Enterprises,LEI-852658-SA,KR,0.1365,1386
f7c8435f-8c83-bc68-e6ac-e59a5e85643c,Zenith Pay,LEI-837520-SA,US,0.1726,345
6f689d65-61ae-3f21-67f1-c18b61fe800a,Aether Digital,LEI-597938-CORP,US,0.0303,3005
b8a9b014-24dc-ea07-0405-6d2ba5fcd671,Eagle Enterprises,LEI-242371-INC,US,0.0723,383
6c936f69-8269-041a-7453-30442e07336d,Titan Group,LEI-472566-LTD,US,0.3657,2642
5df1bf6f-938b-d3f8-8bd1-8d4bed3353fc,Nova Finance,LEI-695748-PLC,FR,0.2885,1772
478817ec-c764-032e-c026-27d1fbd1b0c0,Sapphire Capital,LEI-648779-INC,US,0.2759,3609
e7515d4b-0d82-9d52-9cf0-21b84ffffb59,Summit Pay,LEI-591644-PLC,CA,0.2327,2464
c8f72c2d-ba1a-d160-4dd7-962bbfda55c9,Nimbus Finance,LEI-759868-PLC,GB,0.3615,2537
408669bb-4721-194b-c8a4-ae21d9f850e9,Pulse Networks,LEI-388586-GMBH,US,0.2695,404
b365fb7c-c853-bc55-42e1-73022ce6f908,Solaris Corp,LEI-289592-LLC,US,0.1373,3398
fe5b9fc9-c0b4-f6d6-7ef6-775bd66de2a1,Pacific Group,LEI-349505-PLC,FR,0.5435,108
76c9aeb2-2ae7-dc19-0d72-29181db1ce86,Everest Corp,LEI-416006-PLC,FR,0.3852,3446
030974c0-6f4a-bfcc-deca-859887cb0e2a,Beacon Industries,LEI-500560-SA,MX,0.177,684
dbbd3290-a6ed-cadd-eb04-cd299c48c830,Crest Holdings,LEI-383457-GMBH,JP,0.0338,1858
851b9860-31e6-a645-c53f-4f7e96b6a287,Summit Digital,LEI-428487-LLC,DE,0.2012,2842
178976de-9e90-d107-0611-3bfe08b6f61d,Zenith Payments,LEI-728500-INC,FR,0.0909,880
4b68d94d-40da-9c7d-2f2b-dc13b2165b5a,Sapphire Capital,LEI-769809-PLC,IN,0.2533,544
c6f06a71-46fc-4ff2-12f1-78bdc7de01a9,Zenith Group,LEI-507466-SA,KR,0.1338,753
8a66de67-24d4-d5a3-1bc2-197e7df77791,Sterling Payments,LEI-743790-INC,BR,0.0739,2733
eed21f94-0038-dc84-a3ed-033aa7222ea2,Nova Group,LEI-379378-CORP,FR,0.2379,699
8a45e02e-11f2-0d9b-c90e-c689cff14c0e,Vortex Pay,LEI-503097-PLC,US,0.2412,3288
c2ad0d97-75aa-ecb0-d757-ad381498d0dd,Beacon Payments,LEI-285197-LLC,MX,0.1512,1482
701fb3ea-a1fe-9bc6-e29d-650a15b98c20,Lumen Global,LEI-137432-LTD,US,0.2091,2082
cfd0b040-d591-6d49-f707-371288b04b77,Titan Pay,LEI-138842-SA,US,0.0829,2136
dfcf338c-dec5-6dc3-ad96-8213f0a9b97f,Prism Solutions,LEI-175532-LLC,FR,0.0279,1967
a1f619ed-2c18-82c9-03ad-702e216aebcf,Zenith Services,LEI-960607-INC,CA,0.0222,2747
cdf0aaba-1027-fbf7-3877-70f09d99d4c5,Lumen Enterprises,LEI-453729-PTYLTD,US,0.3489,3363
55e39295-2c67-10bd-97d4-6f610bab8f53,Stratos Systems,LEI-387198-CORP,JP,0.1637,3220
a1d78199-d8ed-0649-ca82-673019977e2e,Cascade Digital,LEI-116389-PLC,US,0.1976,636
48a2a172-e30c-dee2-97fe-b937a6d977a1,Pacific Corp,LEI-825990-CORP,US,0.976,97
590cee67-4d1b-6d80-c857-5c8ad3946dc7,Pacific Pay,LEI-684801-LTD,US,0.2087,2658
0d95ee72-46c3-e497-3546-9cb1a8c9aa31,Lumen Systems,LEI-935309-CORP,DE,0.4176,2655
6f46a41f-35a7-ac9b-48f9-fd0d5d3bc1d3,Nimbus Holdings,LEI-746781-PLC,US,0.164,2731
5372ebed-946b-4482-97bb-9fbf71dfc82c,Pacific Payments,LEI-883377-SA,US,0.4719,3044
7c0224e5-95c8-9b2d-7892-d14512d2d7e6,Zenith Enterprises,LEI-251981-LTD,IN,0.1192,993
083759f8-2090-f35e-55fc-f99133c417d5,Zenith Networks,LEI-243132-INC,AU,0.1307,1194
9c8d1ade-f3e8-16b5-a353-ea98cb68a34e,Flux Solutions,LEI-190674-PTYLTD,SG,0.0559,3323
977e5877-ed6f-4ee3-e44e-7cd138efa3bc,Prism Pay,LEI-538065-LLC,US,0.372,2463
8ef90060-1545-7c64-3d92-29527ecb002e,Cymbal Enterprises,LEI-328596-CORP,US,0.1585,1943
76b90472-7470-724c-f9f6-b641063ff61e,Pulse Group,LEI-293929-SA,GB,0.2813,2480
c0bd44c0-6d07-ee0b-4bed-523c085ff4d1,Crest Payments,LEI-925954-INC,GB,0.0062,2264
b47299b6-8f0c-e422-a5ee-a4a22cde531f,Stratos Payments,LEI-245129-SA,US,0.046,1590
39b6410e-c2c9-6b28-beb9-6a4ac0cffa73,Atlas Partners,LEI-380345-PTYLTD,US,0.1795,949
1f69e2b1-d45e-087f-86d4-aba8805f0892,Coral Services,LEI-573933-SA,JP,0.6036,278
e5dfc7af-6403-c4bc-1486-0c2d1659ddcc,Quasar Services,LEI-180685-INC,US,0.533,1965
aeb1fcd3-f836-0a87-6aa2-25714b0d2716,Pulse Corp,LEI-463541-PTYLTD,US,0.1145,182
97e642d6-7c74-3895-5388-d128c96d525e,Titan Industries,LEI-418853-CORP,BR,0.141,2736
890a83b4-b639-529e-2929-8691ec93e43d,Beacon Digital,LEI-283877-CORP,US,0.1899,2623
25dfac07-5806-5bae-fa5f-afdb512339fa,Meridian Industries,LEI-666091-CORP,CA,0.2362,2816
bd0e01ce-f85b-c2d3-0119-6e6d27f31b78,Summit Services,LEI-596931-GMBH,MX,0.0216,1401
1deb979d-8d0b-b6d7-ad91-f45623b13ebd,Forge Pay,LEI-521139-LTD,US,0.4866,254
38de6b6e-86c4-5e42-955b-c34631f55560,Crest Payments,LEI-123643-INC,CA,0.5165,358
f182cdf7-82f5-52c8-9ae6-61499a6978cf,Zenith Partners,LEI-516869-CORP,FR,0.2718,1391
bdd4c1f2-71b8-6ce0-e347-2e25ba5498fd,Pacific Industries,LEI-402654-CORP,JP,0.1544,973
79803efa-4da0-8e48-3531-518a24c58b47,Summit Capital,LEI-719371-PTYLTD,US,0.2509,442
8dca3908-4a1a-4219-61bb-a5fbd5108bc0,Eagle Finance,LEI-962767-GMBH,AU,0.1754,851
a7604977-1fca-0f16-78f8-755fa2f5a68b,Beacon Enterprises,LEI-288085-PLC,BR,0.2724,3507
7b011fdd-94c0-b9e0-5c9c-4570bedd62a7,Sterling Networks,LEI-758501-PLC,MX,0.0317,2543
5b7d9d2d-22af-f503-b17a-ff6de0d96670,Flux Finance,LEI-385915-SA,US,0.1454,1978
2ee94ed9-a0c6-9223-c435-9252319dd940,Helix Digital,LEI-670123-SA,SG,0.1469,2194
d2c4c286-5a04-61c9-947d-efcf88cfc53d,Prism Pay,LEI-243601-GMBH,US,0.2425,482
e5a5829e-cb8c-1d76-303c-1503d4e20134,Orbit Enterprises,LEI-582860-INC,US,0.2301,995
85eb43c8-98ff-805c-fcd2-280ee3c51ba8,Summit Digital,LEI-844378-GMBH,US,0.0194,1900
141f746e-fb29-ff36-2155-fba835b823e4,Sterling Systems,LEI-181511-LLC,JP,0.1617,603
40c56cf6-e895-6041-1e71-afa97815c7df,Nova Capital,LEI-416298-LLC,JP,0.0284,332
daea544a-291a-4905-5a29-fe6b590bd0c6,Solaris Capital,LEI-203919-LLC,CA,0.1016,2464
2f64672f-96e1-a522-b2b8-d6985dd0855c,Titan Systems,LEI-289633-SA,KR,0.1888,2034
7eedcc65-22cb-2720-850c-ddfd1c3dae19,Meridian Services,LEI-684195-LLC,US,0.1607,1998
6843a5c3-8dcd-6e9b-39d2-d74a71a71782,Beacon Enterprises,LEI-297955-INC,BR,0.1276,3535
1e850f80-15c2-f297-ad30-53cea8969e70,Prism Group,LEI-520085-INC,FR,0.0166,2230
3b9d5832-1f6d-5768-677f-7c73fd9bfaf3,Sterling Corp,LEI-392047-GMBH,JP,0.1248,3547
3b172319-7f4d-55b9-7d45-7a09402d35e8,Pulse Pay,LEI-204441-LLC,AU,0.3699,590
