payee_id,payee_name,payee_legal_entity_id,payee_country,payee_category,payee_risk_score,payee_account_age_days
46281fb8-4d59-f68e-05ff-a2f2be54eceb,Sapphire Payments,LEI-204521-GMBH,MX,Utilities,0.1188,2278
04680a4a-61e5-835e-3e9f-069a81b01ca4,Eagle Group,LEI-490843-INC,CA,Utilities,0.1321,2364
cf473d72-24ce-3160-551a-7dcd4f842010,Vertex Systems,LEI-688130-CORP,US,Technology,0.184,2812
0f163af8-3b80-8449-c2b5-79c2910f445d,Eagle Networks,LEI-531865-GMBH,FR,Wholesale,0.0395,3619
44a524d9-016d-26d9-df15-e6676812a17c,Aether Corp,LEI-672091-PLC,US,Entertainment,0.6911,336
6cfacecc-1ae4-27cf-ebd5-c14914d8e0e6,Stratos Group,LEI-233465-LLC,US,Education,0.1776,3182
864b789a-cd9b-79fd-a04c-57f62bb47157,Eagle Global,LEI-885376-PTYLTD,US,Travel,0.159,2208
45674f45-ad3b-1b9d-e156-80e9ec063d73,Atlas Partners,LEI-691198-CORP,US,Food & Beverage,0.7985,398
54867db3-efaa-f791-35eb-0106767f5095,Pulse Digital,LEI-649850-PLC,US,Healthcare,0.3918,2113
75666394-89a8-c57d-1806-699fb1acf1dd,Summit Systems,LEI-164076-PLC,GB,Services,0.4707,996
de3b5a64-e958-c430-d21c-f64348c08457,Sterling Services,LEI-485115-PTYLTD,IN,Food & Beverage,0.2002,1304
1a31c87e-904c-01a1-434f-e1332da6b974,Pulse Group,LEI-446198-GMBH,MX,Education,0.3631,1326
9d6ba3b5-cda8-98b5-edf6-cca41761f1ce,Prism Global,LEI-272824-PLC,SG,Financial,0.3616,1066
6ce763e1-708f-75a1-cea6-e9bc82ff1dad,Coral Holdings,LEI-417255-INC,US,Healthcare,0.7894,100
d799d80d-9afa-3fb4-e21f-01671404e492,Aether Digital,LEI-764555-GMBH,FR,Healthcare,0.1899,2353
0679c4f2-2d92-38a4-5922-5b53a6ef8273,Meridian Industries,LEI-908184-SA,FR,Gaming,0.1666,1963
712c3126-3222-504f-02bb-6d94fed50d6b,Meridian Payments,LEI-105887-GMBH,US,Financial,0.5292,3242
fee8acf1-0b3e-2b6e-65f6-98977a8e5e5c,Nimbus Networks,LEI-755643-LLC,MX,Retail,0.2447,2808
c0266d51-a5c5-bce0-dffb-dc2dbffbce28,Helix Finance,LEI-487484-LLC,GB,Education,0.4865,2119
a331c4b0-7181-3890-0e59-29491e92c0ae,Zenith Holdings,LEI-202210-GMBH,KR,Gaming,0.4239,3644
963ba31c-fc7c-356d-e7dd-93a52b519424,Meridian Pay,LEI-796773-PTYLTD,US,Entertainment,0.2738,3085
4688d612-0b64-e782-7182-96af2c2e8ba0,Lumen Enterprises,LEI-281370-LLC,US,Food & Beverage,0.0508,523
172f0d9b-eb02-c661-1dc3-53621691c83a,Quasar Capital,LEI-294677-SA,GB,Retail,0.1213,2076
e6c75732-f151-ff15-a46e-e99eae4ed89f,Lumen Global,LEI-425569-LLC,US,Travel,0.1266,3609
42650798-4b80-afa6-fab1-fa122d5737a0,Titan Networks,LEI-196901-PLC,US,Financial,0.1077,996
62bbf84c-95d1-2c70-d5b0-7c12f31d40e2,Prism Payments,LEI-836296-PTYLTD,US,Entertainment,0.2336,330
c5fe21d6-8365-d2cf-173b-e22644d9ea2d,Aether Networks,LEI-328856-PLC,US,Services,0.103,3433
e6b9f3a3-96a0-c726-a886-a9fc60beb85d,Nova Holdings,LEI-835354-INC,DE,Retail,0.2607,2489
7062dff6-0591-67e1-c086-08612fa83aa4,Sapphire Enterprises,LEI-866461-PTYLTD,CA,Gaming,0.2155,2419
ed486d9a-e69f-1f78-ef4c-113dc35f4e12,Helix Enterprises,LEI-546582-GMBH,IN,Healthcare,0.1326,1139
f3951a45-32ce-6a3d-862a-76f2f15e609c,Pulse Global,LEI-795632-SA,JP,Retail,0.1083,3037
25c1f899-a89a-92c5-0037-42ae75e913d8,Lumen Digital,LEI-415917-GMBH,US,Gaming,0.0988,857
28c9d68c-7a33-38e0-0144-0fa35fcf5c27,Pinnacle Systems,LEI-593670-PTYLTD,FR,Technology,0.2509,3356
222ec711-ef6d-5b4b-c356-dee2517fd316,Everest Holdings,LEI-396951-PTYLTD,GB,Food & Beverage,0.3171,706
38c0f0c3-06e2-ac94-9620-3553f860b58f,Quasar Solutions,LEI-487063-SA,US,Retail,0.6209,409
6f766a77-4d4b-cdb2-3613-52a00b53d4e6,Vertex Holdings,LEI-502722-CORP,US,Travel,0.2887,949
8470f4ae-aead-d1dc-65f1-7e3329ddf229,Helix Industries,LEI-945392-INC,US,Education,0.3329,915
51abac77-292f-adf7-0321-24e8ce9205ae,Pulse Group,LEI-819636-PLC,US,Entertainment,0.7519,441
cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Titan Partners,LEI-918941-PLC,FR,Food & Beverage,0.1976,2777
564d36b6-01c7-ea8b-267f-c6ec147b7a33,Nimbus Payments,LEI-639907-PLC,US,Technology,0.0755,2943
5663e490-6cfa-d76f-4098-7d5c5e8a35cb,Beacon Pay,LEI-669113-GMBH,US,Financial,0.0841,2991
88f4ca54-1584-184b-2cdc-1cc03fa60025,Helix Global,LEI-862091-CORP,DE,Healthcare,0.1457,1802
8607f228-d20b-58cf-bb91-6d1ceea90156,Sapphire Finance,LEI-180253-SA,US,Wholesale,0.1325,3599
a301767a-ed6c-be79-5678-46331429ef31,Forge Enterprises,LEI-520205-LLC,US,Education,0.4339,3151
42cf4e6d-9226-2ecf-310f-8eb5cb2c4e21,Forge Solutions,LEI-827981-LLC,US,Technology,0.191,656
48f006a3-ad9f-0e53-2e67-1517e8e52412,Crest Pay,LEI-526962-LTD,US,Healthcare,0.2831,1812
b58194e0-04a0-6d55-398e-1dc038a8ab55,Atlas Solutions,LEI-166817-GMBH,FR,Utilities,0.092,577
51d41c6a-5731-4c46-57cb-9e5b03379b0b,Pinnacle Industries,LEI-259151-PLC,SG,Technology,0.2696,2464
7c8dc9d0-a1a2-62d0-141f-b001f7bcbc14,Pinnacle Capital,LEI-317633-SA,US,Financial,0.3481,2520
c3d31e5c-feee-7138-6a57-31f76e78cd59,Apex Services,LEI-683469-PLC,KR,Healthcare,0.175,2493
28bbecfb-dd69-a596-2dba-333f4a12c64f,Everest Enterprises,LEI-469124-LTD,US,Utilities,0.1047,2517
809709fa-5159-b574-a2de-d1dec30240d5,Everest Solutions,LEI-523589-PLC,JP,Travel,0.2967,2773
76ca1cbe-c34f-b3a9-5584-9e58d4721e33,Quasar Systems,LEI-501975-PTYLTD,MX,Healthcare,0.2483,2361
68a57ee7-bb6e-0d06-9211-d6cc997d4ca9,Apex Holdings,LEI-739434-LTD,US,Entertainment,0.0285,509
dd0a4a6e-82e6-e14d-8d53-a19063abbef5,Lumen Digital,LEI-580005-SA,FR,Gaming,0.0479,2859
cbf80a9f-3dec-163c-fd5d-da4271934177,Quasar Industries,LEI-624513-INC,JP,Financial,0.145,2650
c8757d06-1203-7b06-62a4-0afedcb71b1f,Pacific Networks,LEI-850755-INC,FR,Utilities,0.3411,2105
d2834904-d40b-f9dc-65fd-5412cfc91b52,Nova Partners,LEI-518832-PLC,US,Services,0.2163,1379
caa78357-c0ea-7a67-946e-8ec2d3422e50,Orbit Digital,LEI-484265-PTYLTD,DE,Wholesale,0.7465,418
428f54aa-c1c9-7ab6-3ea6-85f6c0a40088,Summit Services,LEI-822672-PLC,US,Technology,0.117,2193
5ef0195e-e152-dc3a-3894-de0606a4093b,Meridian Services,LEI-421559-CORP,GB,Travel,0.1784,1361
625cade5-dbf1-1941-4ad6-53d09b81ce24,Nimbus Solutions,LEI-129365-LTD,GB,Wholesale,0.1417,780
2b9fff6a-e666-a9b4-9e53-64dc7a1afd67,Pinnacle Global,LEI-715656-SA,CA,Healthcare,0.0937,1842
1093a05b-f26b-3379-ab32-dc3a03a4bf4b,Summit Solutions,LEI-424333-LTD,US,Travel,0.1905,1735
d1a33332-d882-ce3c-bf0a-abdfd708bdc7,Vortex Payments,LEI-481220-LLC,US,Services,0.0936,229
cc445778-f86e-92d6-1456-a858df63bcb2,Zenith Industries,LEI-694230-LTD,US,Education,0.0997,2382
be3c7c84-1763-50f5-4708-b42e8d4e46c5,Lumen Capital,LEI-238987-GMBH,US,Gaming,0.1553,1268
12b3b3eb-a247-a4f5-ca3e-7f3a51a0b33c,Lumen Corp,LEI-222060-PLC,US,Gaming,0.4643,389
02754eca-91bf-903d-4cca-3dda7cbb2627,Sterling Systems,LEI-854955-PLC,JP,Gaming,0.6563,336
7bb8373c-81dd-f3ea-5421-b62c2d31317c,Beacon Services,LEI-377033-LTD,US,Entertainment,0.2749,2765
2dc58521-29c2-f1f9-7eeb-f53978731a4e,Stratos Enterprises,LEI-805666-GMBH,US,Technology,0.1372,2267
4e2da257-8074-a1ed-4ea4-ae7336955a61,Atlas Corp,LEI-207916-GMBH,IN,Gaming,0.3626,1129
535fd8d2-2839-d888-a99f-8c039c310930,Coral Enterprises,LEI-917632-GMBH,US,Travel,0.0645,826
64bf2e8c-9033-89b4-6ce0-52ef4eda31cc,Pacific Pay,LEI-899248-PTYLTD,US,Healthcare,0.0949,2022
5f9c11f0-d522-1c40-4b77-cf1c418495a4,Apex Holdings,LEI-548264-PTYLTD,US,Food & Beverage,0.3121,3115
b90ca447-5352-db34-2911-268f3e3e47b3,Coral Corp,LEI-148234-PTYLTD,DE,Education,0.3699,484
5e9432d6-89b3-889d-46aa-f71457baa888,Titan Services,LEI-216424-PLC,US,Education,0.1419,2799
dfbb3a43-26da-916c-d306-06ae69ed5072,Prism Services,LEI-701975-LTD,GB,Technology,0.792,405
c5a8646c-23f5-aea6-0598-1489b087ab0e,Stratos Holdings,LEI-994889-SA,BR,Technology,0.2793,1373
424f8429-b43d-4bf9-f8b0-3457ad7bb3c5,Nimbus Pay,LEI-247083-INC,DE,Healthcare,0.1395,995
6feccac2-90d2-abfe-0425-c4305f9c041d,Nova Holdings,LEI-928519-PLC,US,Financial,0.1904,2278
ec28c17a-92ec-c3bd-1675-7d7ed9fafbb9,Sapphire Payments,LEI-888432-INC,JP,Healthcare,0.3033,3646
c7f7040b-8718-4322-743c-6de656fdc504,Sterling Pay,LEI-520967-GMBH,US,Healthcare,0.217,2536
390f516d-db06-f072-4244-2fce2686d5c6,Atlas Industries,LEI-785362-LTD,JP,Utilities,0.8428,61
f1ca680c-9a17-8669-888e-58e706b6a5f4,Nova Global,LEI-666310-SA,IN,Financial,0.3195,593
f1c35294-e61c-f9a3-e0ac-db752326e3d0,Titan Systems,LEI-974677-PTYLTD,US,Education,0.0567,291
81b74f35-2cd3-248d-f820-5c5f17c522e0,Orbit Digital,LEI-893359-LTD,US,Technology,0.1368,690
7a5cd426-5c1f-af7b-81c4-dda8ccbf1dfe,Nimbus Systems,LEI-579150-LLC,US,Healthcare,0.1633,551
63c279aa-cf67-4365-a4c1-c966a682c0fb,Coral Pay,LEI-388060-SA,US,Gaming,0.2106,525
35b7215e-cd68-cb39-98a0-db610fa99695,Beacon Partners,LEI-747553-PTYLTD,AU,Healthcare,0.0262,339
1c01160c-ecc9-d15a-e10b-37815d7518d4,Flux Pay,LEI-621724-LTD,US,Entertainment,0.4732,923
685c0862-e9e0-2d8d-24f3-84efdf3d3d65,Nova Group,LEI-899541-CORP,US,Retail,0.6197,3190
e5ecb9dc-db2c-04c0-6a42-79c3fbbe0e9d,Titan Global,LEI-998541-LLC,US,Technology,0.1939,2082
7e2840a1-7a50-6f60-18ad-8eebb7607067,Lumen Global,LEI-329964-CORP,JP,Wholesale,0.115,2917
2f43b2f0-402b-f495-39e9-c6ef3ff180d2,Forge Holdings,LEI-844971-PLC,DE,Food & Beverage,0.0642,611
a1c2e70c-6291-53bf-ccbd-d15ee7f0916e,Zenith Payments,LEI-291021-LLC,US,Retail,0.1249,3243
d1263905-de99-3ecd-a0f3-547030104525,Everest Industries,LEI-325272-PLC,GB,Food & Beverage,0.2863,1588
df397fa5-ce96-cc5e-574a-a942415a51ff,Eagle Industries,LEI-795466-INC,DE,Financial,0.3138,943
f99f5c06-3a24-de17-1836-a02720507d45,Sapphire Systems,LEI-226120-GMBH,US,Financial,0.1295,2405
f0f5bdc1-d1ed-43ba-65c6-5e052ebfaf4c,Lumen Global,LEI-980817-LTD,JP,Gaming,0.2862,2247
5cd70899-887c-edb9-ccdd-d6b30c07e0e3,Vortex Digital,LEI-492662-CORP,US,Wholesale,0.2159,2330
669f9a4a-f2eb-0d5a-f819-fa11f584be73,Beacon Group,LEI-647093-PTYLTD,BR,Technology,0.2292,380
bbc41107-ec4d-2550-3570-f44d4fc55e4c,Stratos Finance,LEI-891852-PTYLTD,US,Technology,0.4533,2916
d5969658-3fa2-7ffd-3180-c811976710d7,Pinnacle Capital,LEI-337298-GMBH,US,Healthcare,0.2607,1781
02c1c269-53d5-09af-c2b5-ac1b468538bc,Orbit Services,LEI-649706-INC,JP,Utilities,0.416,2933
fa9f4841-e156-8c60-1205-e9cc275759a0,Summit Networks,LEI-142961-PTYLTD,AU,Travel,0.3777,2041
b1020282-b5b2-e008-e051-6aaa2b1feecd,Eagle Services,LEI-335545-INC,US,Education,0.6133,329
6bf2d5d9-6eb6-d54b-f697-2fbbb39bfeb6,Zenith Systems,LEI-907346-GMBH,AU,Education,0.1619,3607
b68d6f38-19e3-b84f-034f-202915459b48,Eagle Solutions,LEI-714239-PLC,US,Healthcare,0.1266,1640
84db01dd-9b4b-f636-6035-e48d90cc7a42,Cascade Finance,LEI-730888-INC,GB,Entertainment,0.0542,3610
6bfd01bc-9a93-03ea-e75e-c164b5950807,Everest Finance,LEI-464175-PLC,AU,Utilities,0.1804,2935
374e5dff-0690-6169-e878-0458ab48106d,Quasar Pay,LEI-761149-SA,US,Healthcare,0.0258,1948
3faadfd6-f730-d07e-f93c-82855a357945,Crest Industries,LEI-921779-LLC,US,Education,0.3691,1589
66bcf6f0-bd9e-d3fc-5266-cd86a5f62181,Pinnacle Digital,LEI-985752-PLC,SG,Financial,0.1628,2421
9f2e444a-501b-cf44-67f3-e4bfa3b31be6,Eagle Digital,LEI-893315-PTYLTD,US,Education,0.2523,550
30960fbb-1c89-fe3c-0413-d04952a0628b,Forge Services,LEI-893531-CORP,US,Education,0.1638,870
a9c6d4e3-e07e-af26-ea29-9a229914857d,Everest Networks,LEI-252846-SA,CA,Healthcare,0.4827,394
f882c326-91f2-8485-9d09-18564b3dd578,Vertex Holdings,LEI-335745-PLC,AU,Gaming,0.1277,3450
70bb2a0e-39d0-2b29-e008-e8ed3ecf5f0a,Aether Global,LEI-113021-GMBH,US,Retail,0.2732,1076
84c11826-d910-498c-2fa1-7fe6698e0981,Everest Group,LEI-883068-GMBH,FR,Financial,0.1849,967
f545752a-13b8-ec30-5b69-36978a55a14b,Pulse Holdings,LEI-967641-LTD,JP,Utilities,0.0726,1491
b7b24f20-592c-fe25-b858-e2033a52b383,Vortex Industries,LEI-382206-LLC,CA,Technology,0.2375,2654
58fc8448-e555-e087-0ebb-51aea6789753,Coral Global,LEI-166874-SA,US,Education,0.2446,2469
2223ab94-f157-f169-c3ad-6ffdb4479e70,Everest Payments,LEI-793948-PLC,US,Education,0.2508,1944
ae6b19de-faec-fb4c-8a24-0d57c42c40ce,Atlas Pay,LEI-739206-LLC,FR,Financial,0.0912,770
2de94792-fd55-c844-c242-17c5c61371c1,Quasar Pay,LEI-780952-PLC,FR,Financial,0.075,2643
632fff79-af73-4c45-f2f3-9f61b3700e92,Pacific Group,LEI-830244-PLC,US,Financial,0.7812,323
335affe5-66c3-f832-42b0-7e312f3fbe11,Vortex Partners,LEI-778664-INC,US,Services,0.1452,551
627f34eb-53ad-132c-0131-771e033857e4,Forge Pay,LEI-938900-SA,SG,Wholesale,0.0297,2347
5fc97e64-9987-2384-2798-879be9a11cc0,Quasar Industries,LEI-840680-CORP,CA,Technology,0.316,2978
f0d1fa72-cb2c-7b1d-f541-8b22e36345fc,Orbit Services,LEI-405587-INC,US,Wholesale,0.4636,305
74650ff9-f014-db87-565f-a125eb85105d,Cascade Industries,LEI-222034-INC,US,Financial,0.1253,2691
975481a3-d6cc-c7cd-c12e-3882b527ba0a,Helix Capital,LEI-795743-SA,BR,Utilities,0.0489,2881
32b2d952-c376-37d6-72a9-dfa122ae8888,Beacon Enterprises,LEI-523874-PTYLTD,US,Technology,0.2042,1492
4e4f4dd0-6388-f6dc-9c12-e3c97bee4582,Eagle Services,LEI-908287-LLC,CA,Retail,0.8198,78
0c46d8be-bd3f-f354-504b-9abba41425de,Apex Finance,LEI-417661-PTYLTD,US,Food & Beverage,0.047,890
8623d81e-8224-da50-bd10-f69f6f0dc87b,Quasar Partners,LEI-814220-LLC,BR,Services,0.7389,477
9ceeaf74-a3f2-a3db-9236-948e34ecb64f,Cymbal Finance,LEI-500019-LTD,BR,Services,0.1145,2208
d6793ab4-eae6-c3da-5f2d-38b83a769378,Everest Finance,LEI-263503-CORP,GB,Utilities,0.1672,3565
68c18df9-45ca-17af-e9ea-9d49bc94046e,Cymbal Enterprises,LEI-963559-PTYLTD,US,Gaming,0.205,2856
a9b7f1f5-20fe-d1f3-72fa-10f7c46268d6,Vortex Capital,LEI-768568-INC,US,Technology,0.1755,3030
f48fab06-41a9-edd3-bd76-bb2ff1896bad,Everest Services,LEI-662309-GMBH,US,Utilities,0.6379,115
092351d9-fedc-eb65-84aa-6e12208a9c4f,Coral Corp,LEI-214655-INC,US,Healthcare,0.4728,1002
98d516b9-7128-7916-248b-d5aabd0443f0,Nova Payments,LEI-905882-LTD,FR,Retail,0.3971,1974
104b5372-816e-a5c2-4ab3-c590f262e145,Vortex Digital,LEI-757681-LTD,US,Education,0.1305,807
10ac72bd-af4c-9dfc-1c82-780f0e84c070,Pacific Pay,LEI-748634-CORP,FR,Financial,0.1098,1480
c4c93949-6334-fca6-d04f-0a710ef473a2,Orbit Solutions,LEI-899199-LLC,GB,Services,0.108,2484
62d47bff-a510-f7b4-924d-4a86efed0e52,Beacon Group,LEI-571514-LTD,DE,Utilities,0.9566,67
bb2168c4-a318-8a65-496f-e30824f7e239,Quasar Group,LEI-369705-CORP,US,Retail,0.1999,1096
d7131c2e-2001-965b-66f8-9b87fccc1a7d,Pinnacle Payments,LEI-525504-PTYLTD,SG,Technology,0.144,1109
34b6d9da-87a9-efaf-b92a-b1b72213cdad,Solaris Payments,LEI-847204-LTD,GB,Education,0.2023,1813
36a8d53d-4e90-ee87-a4dd-2fe15ff3fbbf,Everest Global,LEI-593074-INC,GB,Technology,0.2393,1852
281ec259-e3d2-1a33-8d3b-c1df56726735,Cascade Enterprises,LEI-289074-PLC,US,Gaming,0.3568,1069
c827e7c0-9337-bb34-66e1-608ea4282ec4,Lumen Global,LEI-531268-SA,CA,Education,0.2204,818
dcbc5e3f-eb90-60cb-0238-1c49057eccfa,Zenith Holdings,LEI-994016-INC,US,Financial,0.2716,531
72557e4e-d408-7cd1-e78e-4df0955ce1d2,Coral Holdings,LEI-837781-CORP,US,Services,0.0565,1472
8d64ec21-8fc9-3778-2885-10d168e0c800,Coral Networks,LEI-823479-LTD,MX,Entertainment,0.1276,2712
fcdeb1c8-b028-bafc-960f-96d9051bb698,Meridian Industries,LEI-713302-CORP,US,Retail,0.0391,3322
fe2e7c0f-1c68-a614-2644-b6f9eab10bcf,Lumen Holdings,LEI-406550-INC,US,Technology,0.5683,1792
d9ebb495-5d7e-cb5f-2b47-86c5fde02b7a,Nimbus Payments,LEI-638362-GMBH,KR,Retail,0.9693,60
c27ff69e-febe-a834-bfff-d80045d89da6,Sapphire Capital,LEI-449090-LLC,US,Utilities,0.1189,345
7859d906-e78f-980a-331b-c38a6173a99e,Cascade Group,LEI-137731-GMBH,FR,Financial,0.909,45
42f76d43-b818-0f1c-58a3-2011f1624df9,Lumen Corp,LEI-395322-GMBH,US,Technology,0.2178,722
ce64debe-20e7-118a-cf8d-a52b05e3d107,Helix Solutions,LEI-178029-CORP,US,Wholesale,0.0715,644
e8ae6b4b-dec2-c775-5754-9c43ce96a698,Stratos Global,LEI-711062-PLC,DE,Financial,0.1955,3196
1779e7d0-2f81-d4b2-14c6-9d19ed3329b7,Vertex Pay,LEI-554001-LTD,US,Education,0.0551,3235
32823c8a-d14b-049b-79de-06cb3150c323,Eagle Digital,LEI-592002-GMBH,FR,Utilities,0.5621,301
b33109f5-3078-f3d0-f904-6be7934fa5c8,Orbit Capital,LEI-297340-CORP,AU,Gaming,0.0691,2400
d3105f4f-403e-3ee2-6d30-a1b937dfc571,Pinnacle Solutions,LEI-656322-LLC,DE,Entertainment,0.2365,1349
c3b1ef08-ac8d-8f32-1477-b5696e1ab11a,Titan Pay,LEI-880422-INC,US,Financial,0.0389,3529
cf9b6d33-be00-565d-5bad-43317366c606,Coral Partners,LEI-623968-GMBH,JP,Financial,0.2296,1486
5309c42a-762e-0da3-e146-04df77069f94,Everest Industries,LEI-586950-PLC,US,Education,0.4112,1858
03923cfa-5d9f-2c8c-6640-464a263e0670,Sterling Digital,LEI-258375-CORP,US,Retail,0.2491,2769
8ca0cd2a-da93-98e6-f487-b599d46c5776,Crest Solutions,LEI-299172-PLC,GB,Technology,0.1971,1423
7d91dbcc-6a95-9ce2-3766-3e35cdba2cac,Cymbal Services,LEI-762184-CORP,US,Travel,0.1707,2204
dd357f0d-b042-7c62-ce9f-b2785f942c43,Pulse Partners,LEI-692789-PLC,US,Technology,0.2575,3148
f8f79639-e6de-fc16-ea6d-ccb6a24565d4,Coral Networks,LEI-681955-SA,GB,Financial,0.0965,1460
3cad3401-9c00-cb52-97c4-0530b5465c93,Solaris Corp,LEI-690660-PLC,BR,Financial,0.393,1117
e412b716-e682-9d8f-9a43-fa957672cdbe,Crest Capital,LEI-571319-PTYLTD,JP,Travel,0.0566,2190
9ee31563-d328-80c7-5b2d-e07e53c45254,Coral Global,LEI-921752-GMBH,MX,Technology,0.1568,192
bbc1686b-4bad-b973-1ed0-12439ae69d97,Zenith Payments,LEI-648931-GMBH,US,Healthcare,0.1766,2627
77064602-5e5e-a4cd-1426-512f6be26493,Prism Industries,LEI-756293-PTYLTD,GB,Utilities,0.2603,3302
96239346-29b3-e2d3-48e6-36b5740da9d6,Pulse Holdings,LEI-117779-INC,US,Financial,0.1429,2664
6541f574-52ea-13b8-a575-c5c76f2ba37e,Quasar Holdings,LEI-742863-LLC,DE,Financial,0.1255,2755
11618b5e-ed4c-8325-105a-4d407f2632df,Pulse Global,LEI-207220-CORP,IN,Gaming,0.3782,720
57f46801-69a2-e466-14c6-d16d569186b9,Stratos Corp,LEI-520017-LLC,CA,Entertainment,0.5761,212
de60d544-e953-1b87-c344-819d1d80f7cd,Nimbus Solutions,LEI-350887-LLC,DE,Food & Beverage,0.4224,831
38107177-0acc-09da-0ada-634b7a8ba3cf,Vortex Global,LEI-244360-SA,US,Entertainment,0.9222,35
0a45f604-1165-ed7f-8cce-d6536a396c71,Lumen Finance,LEI-318981-LTD,GB,Retail,0.0254,3035
01e1af8f-8946-5e5b-26fa-3d5c3678a41a,Beacon Networks,LEI-683283-SA,CA,Wholesale,0.0573,1806
739f51c3-490e-c6f3-a684-b83b1e81c599,Apex Industries,LEI-732677-PTYLTD,US,Services,0.4075,1788
333c8c30-34a1-1999-dfcd-d21aeede901c,Forge Payments,LEI-722076-GMBH,US,Retail,0.7316,410
d45fd39a-3767-88ab-032a-0c064f55b58e,Quasar Holdings,LEI-316376-PLC,IN,Healthcare,0.0745,277
cb8553f6-490c-3442-98c3-fa3d8f928bca,Solaris Capital,LEI-746311-INC,SG,Retail,0.1452,2146
371e7782-5e38-8274-0db4-a7fa18e43d85,Lumen Enterprises,LEI-877882-SA,US,Healthcare,0.4435,833
fbb8704e-e32a-2749-eea7-a67fee1cb89a,Aether Systems,LEI-767638-LLC,SG,Technology,0.2029,2051
05c66c4d-4523-19ae-45ec-257f8eb4b40e,Coral Capital,LEI-866964-CORP,US,Healthcare,0.0736,3026
a8179850-0b45-cb04-e5bc-89c093a69684,Stratos Networks,LEI-844385-GMBH,FR,Gaming,0.0218,234
d5dc4812-902e-a8c3-df9f-10990b4ba6c4,Sterling Corp,LEI-930434-LTD,FR,Education,0.0304,2843
78f4223b-d21a-5375-74cd-4a415e072fb2,Flux Partners,LEI-790593-SA,FR,Food & Beverage,0.5774,336
4addf902-c46e-a4cd-58f1-a399fbc77e98,Prism Corp,LEI-808534-PTYLTD,US,Healthcare,0.4026,2094
a53d2350-5bd1-b61c-ecba-63b35532a5c2,Sapphire Industries,LEI-890315-CORP,BR,Financial,0.5386,100
cc79eeca-d9e1-8c82-28d0-4562beaad00d,Pulse Payments,LEI-964745-PTYLTD,US,Healthcare,0.391,3587
b5b25ed1-af1b-5316-3a0e-681bbd5db7a4,Summit Corp,LEI-222600-SA,FR,Financial,0.2566,854
fcea545a-c066-98e4-b013-b8e468729600,Helix Solutions,LEI-771580-PLC,US,Education,0.1795,3251
3de8ca53-4e7a-7311-f33a-72c8b1e76ab9,Everest Services,LEI-965318-LTD,GB,Services,0.4842,475
1e73b307-f375-90d3-73dd-8d3140e10b51,Sterling Partners,LEI-793722-PTYLTD,US,Utilities,0.0918,454
0ab84fe2-97e4-e173-9d63-bda6a29dc073,Eagle Finance,LEI-624282-SA,US,Travel,0.1714,2139
7d84dae5-af52-35bc-f8ab-33f4f2f9ade1,Apex Group,LEI-140550-PLC,JP,Services,0.1823,1617
565eb679-bfc1-e2f1-613d-ec3a7466509d,Solaris Corp,LEI-136010-SA,US,Education,0.1774,565
2e654dcc-8087-d4bc-11b0-830f71c629a6,Sapphire Networks,LEI-830994-PTYLTD,JP,Food & Beverage,0.0689,2253
0a3169f7-29a9-bbf0-da82-95a04b1b9280,Beacon Holdings,LEI-547460-INC,DE,Services,0.0349,2030
4d620050-0b3b-5efa-6070-b244c5c01d05,Quasar Solutions,LEI-456589-PLC,US,Technology,0.1495,903
b55a478e-0541-f3ca-6e12-bda9b2ec7ff4,Meridian Systems,LEI-538959-PLC,US,Healthcare,0.2035,3433
eb55920d-81d2-31cb-66bd-5d4279810edf,Solaris Global,LEI-226889-LLC,US,Utilities,0.214,1644
a800d519-ca3d-51cc-f88a-a20e111b0acd,Quasar Enterprises,LEI-221477-LLC,US,Wholesale,0.0956,2137
44113459-aa79-27f8-8649-c4c31cdd5a61,Cymbal Services,LEI-950879-CORP,US,Gaming,0.3482,229
cdca6bef-dbd3-4a94-8a99-6027a0850656,Stratos Global,LEI-799486-CORP,SG,Wholesale,0.2943,2774
39b00426-f007-1d3b-5c99-d8aba028dc87,Nimbus Enterprises,LEI-162571-PTYLTD,US,Financial,0.0685,3619
9d69cf34-7ab7-b78f-2098-75b2e8527018,Pacific Digital,LEI-353063-GMBH,CA,Services,0.0278,3246
76e9efdc-47e4-b3f3-64ad-2b394702fe75,Summit Services,LEI-976949-SA,BR,Technology,0.0909,1693
c92b3dc3-a937-dfd6-996e-782f9aeeb3e9,Pulse Corp,LEI-453449-INC,DE,Financial,0.1348,2974
502426c6-3a53-de53-8375-e8f9982cd08d,Atlas Solutions,LEI-693509-LTD,US,Travel,0.2229,1363
9cf116dc-c4b0-3ad1-3037-e34da8bb81dc,Pulse Services,LEI-299193-SA,FR,Food & Beverage,0.1771,2923
991f2102-34aa-f8d4-3f3d-2b89a37afc5c,Summit Digital,LEI-778929-PLC,US,Healthcare,0.4527,1373
f76d7126-1fda-98c9-40a6-2de41271e295,Cascade Group,LEI-103425-INC,US,Travel,0.1195,2662
0d0de136-4404-fe9a-32fe-1dea6ba57136,Sterling Corp,LEI-724187-INC,CA,Healthcare,0.1711,2504
1b829ae1-4700-cde9-11fd-de63d8e0713b,Crest Global,LEI-921947-INC,IN,Entertainment,0.061,348
